SVM	0.8821243523316062	0.8883720930232558	0.8742690058479532	0.8988235294117647	0.8813205494356045	0.9478036175710594	0.953904316916314	0.8195876288659794	0.8691588785046729	0.7586206896551724	0.8157894736842105	0.8138897840799226	0.9024599849607906	0.9356962631397157	0.835820895522388	0.8994974874371859	0.7243401759530792	0.8510301109350238	0.8119188316951326	0.8904051047023978	0.9281183252859477
SVM_rbf	0.9326424870466321	0.9395348837209302	0.9239766081871345	0.9395348837209302	0.9317557459540323	0.9790357677138584	0.9801035017452076	0.8608247422680413	0.8785046728971962	0.8390804597701149	0.8703703703703703	0.8587925663336555	0.9233000322268773	0.9458223681187037	0.8208955223880597	0.8743718592964824	0.7272727272727273	0.848780487804878	0.8008222932846049	0.881943932762542	0.9183508416311832
RG	0.8847150259067358	0.8790697674418605	0.8918128654970761	0.9108433734939759	0.8854413164694683	0.9506051951584387	0.9596971873705272	0.8350515463917526	0.8598130841121495	0.8045977011494253	0.8440366972477065	0.8322053926307874	0.8960146095176711	0.9278210843107171	0.8038379530916845	0.7989949748743719	0.8123167155425219	0.8817005545286506	0.8056558452084469	0.8672099500434725	0.9117298387321959
LR	0.8769430051813472	0.8883720930232558	0.8625730994152047	0.8904428904428905	0.8754725962192302	0.9458044335645315	0.9539916293565929	0.8298969072164949	0.8691588785046729	0.7816091954022989	0.8303571428571429	0.8253840369534859	0.9081533999355462	0.9390724624749117	0.8294243070362474	0.8877721943048577	0.7272727272727273	0.8507223113964687	0.8075224607887925	0.8075224607887925	0.8266761845611148
SGD	0.8639896373056994	0.9488372093023256	0.7573099415204678	0.8309572301425662	0.8530735754113967	0.9530259757921937	0.9602145367884883	0.7938144329896907	0.897196261682243	0.6666666666666666	0.768	0.7819314641744548	0.896659147061983	0.9316337828431853	0.8038379530916845	0.9095477386934674	0.6187683284457478	0.8068350668647846	0.7641580335696077	0.8800895975478565	0.920841295528867
ABC	0.8406735751295337	0.8325581395348837	0.8508771929824561	0.8753056234718827	0.8417176662586698	0.9087583299333606	0.9151482461166269	0.8402061855670103	0.8785046728971962	0.7931034482758621	0.8392857142857143	0.8358040605865291	0.8904823289289935	0.8894127139323489	0.8272921108742004	0.8793969849246231	0.7360703812316716	0.8536585365853658	0.8077336830781474	0.8689218330164998	0.8975235798830449
XGB	0.8613989637305699	0.9325581395348838	0.7719298245614035	0.837160751565762	0.8522439820481436	0.9310689514483884	0.9248074870019204	0.7783505154639175	0.8785046728971962	0.6551724137931034	0.7580645161290323	0.7668385433451499	0.8648619615425932	0.87310097443617	0.7857142857142857	0.916247906197655	0.5571847507331378	0.7836676217765043	0.7367163284653964	0.8651026392961878	0.8950284030070501
RF	0.9546632124352331	0.9604651162790697	0.9473684210526315	0.9582366589327146	0.9539167686658506	0.9769685842513259	0.968284614453323	0.7216494845360825	0.7570093457943925	0.6781609195402298	0.7431192660550459	0.7175851326673112	0.7434740573638415	0.7327772062456306	0.6513859275053305	0.6566164154103853	0.6422287390029325	0.7626459143968871	0.6494225772066589	0.6677473388447615	0.7331106825160622
KNN	0.8147668393782384	0.8674418604651163	0.7485380116959064	0.8126361655773421	0.8079899360805114	0.8961954304365565	0.8929121016389834	0.7680412371134021	0.8691588785046729	0.6436781609195402	0.75	0.7564185197121065	0.8584702975614996	0.8602389780823858	0.7249466950959488	0.8174204355108877	0.5630498533724341	0.7660910518053375	0.6902351444416609	0.7640794392293825	0.8122186114006125
MLP	0.8626943005181347	0.8906976744186047	0.827485380116959	0.8665158371040724	0.8590915272677819	0.9443220454236366	0.9554681945593337	0.8144329896907216	0.8691588785046729	0.7471264367816092	0.808695652173913	0.808142657643141	0.8953700719733592	0.9275358507574241	0.8038379530916845	0.9078726968174204	0.6217008797653959	0.8077496274217586	0.7647867882914081	0.8733943421899331	0.9151341750016067
