	pvalue_Dis	padj_Dis	log2FoldChange_Dis	baseMean_raw.Case_Dis	baseMean_raw.Control_Dis	pvalue_Rep	padj_Rep	log2FoldChange_Rep	baseMean_raw.Case_Rep	baseMean_raw.Control_Rep	Direction
chr1_17341942_17342402_plus	1.39260253934028e-07	7.57575781401115e-05	0.215407324940857	5.68355995055624	4.98743532889874	0.000665213913369	0.0266597268357886	0.163965466624534	4.40375167485485	3.87560270009643	1
chrX_148651998_148662768_plus	6.41479756337937e-08	7.57575781401115e-05	0.210782476952831	4.77709105892048	4.30968218773097	1.12846778507621e-07	5.87931716024705e-05	0.197671595613897	5.16837874050916	4.52459016393443	1
chr16_31361835_31362753_plus	6.5593993252417e-07	0.0002676234924698	0.135195837220959	27.3646477132262	26.1810790835181	0.0104031889849962	0.135501536529576	0.0780576057049138	20.8548459133542	19.6239151398264	1
chrX_148661907_148662768_plus	1.42553824520288e-06	0.0004652956832342	0.119746207075871	39.0284301606922	37.3555062823356	1.05264818234553e-08	1.09685940600405e-05	0.136181807018251	42.2746761947298	38.3182256509161	1
chr7_75162325_75163019_minus	2.22270989763992e-06	0.000604577092158	0.175483193893835	5.94231561598682	5.56023651145602	0.0019280330975942	0.0490002557973944	0.130660067059953	5.06208128628852	4.5380906460945	1
chr2_218385146_218387955_plus	5.91186380994241e-06	0.0013783088196894	0.206787790700647	2.72847136382365	2.52032520325203	0.0246054793689367		0.123610263745899	1.92719964269763	1.75988428158149	1
chr18_76441244_76443211_minus	2.15936885160916e-05	0.0039156555175846	0.146092753441482	6.5203955500618	6.31263858093126	9.71515772274104e-05	0.0092029039519056	0.143866002463288	6.8517195176418	6.11764705882353	1
chr9_92975237_92976709_plus	3.24163517516277e-05	0.0048094078235142	0.175239277318318	2.72064276885043	2.56393200295639	3.49660501039896e-05	0.0042152325175279	0.20601447729965	2.29030817329165	1.99517839922854	1
chr3_172247532_172251541_plus	3.54711414930382e-05	0.0048240752430532	0.0915043212812205	28.9414915533581	29.5121951219512	0.0042536434763841	0.0789631209361103	0.0662351617855305	23.2384993300581	22.3375120540019	1
chr19_17101659_17102557_plus	5.68045205290819e-05	0.0066217841073901	0.108089053398926	17.3246806757314	17.0347376201035	0.0024766012416911	0.0573470776409379	0.0905389778649276	14.55739169272	13.5525554484089	1
chr2_226864603_226867318_plus	0.0001385911464407	0.0141362969369542	-0.0622686452238685	55.3782447466007	60.4116777531412	2.07729152842491e-05	0.0030921968180268	-0.0723239407444836	44.850826261724	48.1301832208293	1
chr7_75166536_75166877_minus	0.0002364312496963	0.0226973999708486	0.15906365745814	3.15409971157808	2.88617886178862	0.0067926138682692	0.104086818393184	0.129638352965424	2.75792764627066	2.48505303760849	1
chr16_11020192_11061022_plus	0.0004354096316533	0.0373993957293827	-0.0628692469628212	27.250515039143	29.6267553584627	0.0430174253641788	0.287334341214579	-0.0440082008991696	22.2259937472086	22.8862102217936	1
chr11_47358843_47360040_minus	0.0005089628436155	0.039553683846696	0.124693901535561	5.17799752781211	4.96747967479675	1.86495885506422e-06	0.0006477623756589	0.18982411319991	5.40419830281376	4.68948891031823	1
chr15_41356038_41377304_plus	0.0006122263082528	0.0399661334027479	-0.0826151565549702	43.4256283477544	48.0073909830007	0.0087517336878108	0.124941082870417	-0.0640642354363744	39.5645377400625	42.4001928640309	1
chr5_97101758_97103094_plus	0.0008390137490463	0.0472162220152957	-0.150700099693008	4.04655953852493	4.85957132298596	0.0032851685547687	0.0671205026288038	-0.149398615532686	3.89772219740956	4.6152362584378	1
chr8_38943788_38946221_plus	0.0008188874609961	0.0472162220152957	0.121526418353727	4.99464359291306	4.71175166297118	0.0046226011296571	0.0789631209361103	0.119823533124733	3.84591335417597	3.52941176470588	1
chr11_47358843_47375729_minus	0.0009554758511754	0.0499956690564951	0.0972553802637183	13.1977750309023	12.9031781226903	0.0028817826328525	0.0612819898659663	0.0967848445999897	13.3001339883877	12.1976856316297	1
chr19_45521321_45522818_plus	0.0009224140816177	0.0499956690564951	0.149828034387164	2.81334981458591	2.63266814486327	0.0079928692306099	0.117303799130923	0.140761511374271	2.30906654756588	2.07232401157184	1
chr1_205268949_205269884_plus	0.001037355031537	0.0499956690564951	-0.104667056464436	5.63288009888752	6.24538063562454	0.0010225771194686	0.0354743604552552	-0.123536572794724	4.79097811523001	5.17068466730955	1
chr3_196064308_196069568_minus	0.0010722110398145	0.0499956690564951	-0.116008161891564	7.05727235269881	7.77974870657797	0.0057738480137515	0.0950679347451574	-0.105742163991387	5.41000446627959	6.12921890067502	1
